Product,RM Code,RM Desc, Qty ,Avg Speed ,Width,Production Line
B-TLS-018.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,886,,,FCB: Line-3 (BOPP)
B-TLS-018.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),42,,,FCB: Line-3 (BOPP)
B-TLS-018.0-XX-J,RM3500075,POLYPROPELENE - COEXAS 2 (PP),9,,,FCB: Line-3 (BOPP)
B-TLS-018.0-XX-B,,,"1,000",410,6.75,
B-TMP-018.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),0,,,FCB: Line-3 (BOPP)
B-TMP-018.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,39,,,FCB: Line-3 (BOPP)
B-TMP-018.0-XX-J,B-RGG-0001,RGG,133,,,FCB: Line-3 (BOPP)
B-TMP-018.0-XX-J,RM3500015,POLYPROPYLENE - ASCORE 3,4,,,FCB: Line-3 (BOPP)
B-TMP-018.0-XX-J,RM3500310,BLOCK 102A,1,,,FCB: Line-3 (BOPP)
B-TMP-018.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,806,,,FCB: Line-3 (BOPP)
B-TMP-018.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),17,,,FCB: Line-3 (BOPP)
B-TMP-018.0-XX-B,,,"1,000",360,6.75,
B-TMQ-018.0-XX-J,RM3300049,POLYPROPYLENE - COSMOPLENE FS5612L,18,,,FCB: Line-3 (BOPP)
B-TMQ-018.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),3,,,FCB: Line-3 (BOPP)
B-TMQ-018.0-XX-J,RM3500004,POLYPROPYLENE - ABVT 22 SC,7,,,FCB: Line-3 (BOPP)
B-TMQ-018.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,816,,,FCB: Line-3 (BOPP)
B-TMQ-018.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,97,,,FCB: Line-3 (BOPP)
B-TMQ-018.0-XX-J,RM3300165,TAFMER XM7070S,22,,,FCB: Line-3 (BOPP)
B-TMQ-018.0-XX-J,RM3500288,ADMER QF500T,8,,,FCB: Line-3 (BOPP)
B-TMQ-018.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),29,,,FCB: Line-3 (BOPP)
B-TMQ-018.0-XX-B,,Not Produced now,"1,000",390,6.75,
B-TNC-020.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,995,,,FCB: Line-3 (BOPP)
B-TNC-020.0-XX-J,RM3500024,POLYPROPYLENE - HOBLOCK - 10 (PP),3,,,FCB: Line-3 (BOPP)
B-TNC-020.0-XX-J,RM3500015,POLYPROPYLENE - ASCORE 3,2,,,FCB: Line-3 (BOPP)
B-TNC-020.0-XX-B,,,"1,000",370,6.75,
B-TNF-015.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,997,,,FCB: Line-3 (BOPP)
B-TNF-015.0-XX-J,RM3500024,POLYPROPYLENE - HOBLOCK - 10 (PP),3,,,FCB: Line-3 (BOPP)
B-TNF-015.0-XX-B,,,"1,000",370,6.75,
B-TNF-018.0-XX-J,RM3500024,POLYPROPYLENE - HOBLOCK - 10 (PP),2,,,FCB: Line-3 (BOPP)
B-TNF-018.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),12,,,FCB: Line-3 (BOPP)
B-TNF-018.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,986,,,FCB: Line-3 (BOPP)
B-TNF-018.0-XX-B,,,"1,000",370,6.75,
B-TNP-015.0-XX-J,RM3000090,POLYPROPYLENE - PROPEL 1030FG - PP,726.2,,,FCB: Line-3 (BOPP)
B-TNP-015.0-XX-J,B-RGG-0001,RGG,264.5,,,FCB: Line-3 (BOPP)
B-TNP-015.0-XX-J,RM3500307, ASC-106,6.8,,,FCB: Line-3 (BOPP)
B-TNP-015.0-XX-J,RM3500310,BLOCK 102A,2.5,,,FCB: Line-3 (BOPP)
B-TNP-015.0-XX-B,,,"1,000",410,6.75,
B-TNP-017.0-XX-J,RM3000090,POLYPROPYLENE - PROPEL 1030FG - PP,709.3,,,FCB: Line-3 (BOPP)
B-TNP-017.0-XX-J,B-RGG-0001,RGG,281.6,,,FCB: Line-3 (BOPP)
B-TNP-017.0-XX-J,RM3500307, ASC-106,7,,,FCB: Line-3 (BOPP)
B-TNP-017.0-XX-J,RM3500310,BLOCK 102A,2.1,,,FCB: Line-3 (BOPP)
B-TNP-017.0-XX-B,,,"1,000",410,6.75,
B-TNP-018.0-XX-J,RM3000090,POLYPROPYLENE - PROPEL 1030FG - PP,707.2,,,FCB: Line-3 (BOPP)
B-TNP-018.0-XX-J,B-RGG-0001,RGG,283.8,,,FCB: Line-3 (BOPP)
B-TNP-018.0-XX-J,RM3500307, ASC-106,7.1,,,FCB: Line-3 (BOPP)
B-TNP-018.0-XX-J,RM3500310,BLOCK 102A,1.9,,,FCB: Line-3 (BOPP)
B-TNP-018.0-XX-B,,,"1,000",410,6.75,
B-TNP-020.0-XX-J,RM3000090,POLYPROPYLENE - PROPEL 1030FG - PP,707.6,,,FCB: Line-3 (BOPP)
B-TNP-020.0-XX-J,B-RGG-0001,RGG,283.3,,,FCB: Line-3 (BOPP)
B-TNP-020.0-XX-J,RM3500307, ASC-106,7.1,,,FCB: Line-3 (BOPP)
B-TNP-020.0-XX-J,RM3500310,BLOCK 102A,2,,,FCB: Line-3 (BOPP)
B-TNP-020.0-XX-B,,,"1,000",390,6.75,
B-TNP-025.0-XX-J,RM3000090,POLYPROPYLENE - PROPEL 1030FG - PP,707.4,,,FCB: Line-3 (BOPP)
B-TNP-025.0-XX-J,B-RGG-0001,RGG,283.6,,,FCB: Line-3 (BOPP)
B-TNP-025.0-XX-J,RM3500307, ASC-106,7.1,,,FCB: Line-3 (BOPP)
B-TNP-025.0-XX-J,RM3500310,BLOCK 102A,2,,,FCB: Line-3 (BOPP)
B-TNP-025.0-XX-B,,,"1,000",300,6.75,
B-TNP-030.0-XX-J,RM3000090,POLYPROPYLENE - PROPEL 1030FG - PP,707.2,,,FCB: Line-3 (BOPP)
B-TNP-030.0-XX-J,B-RGG-0001,RGG,283.8,,,FCB: Line-3 (BOPP)
B-TNP-030.0-XX-J,RM3500307, ASC-106,7.1,,,FCB: Line-3 (BOPP)
B-TNP-030.0-XX-J,RM3500310,BLOCK 102A,1.9,,,FCB: Line-3 (BOPP)
B-TNP-030.0-XX-B,,Not Produced now,"1,000",250,6.75,
B-TNT-015.0-XX-J,RM3000090,POLYPROPYLENE - PROPEL 1030FG - PP,714.2,,,FCB: Line-3 (BOPP)
B-TNT-015.0-XX-J,B-RGG-0001,RGG,276.5,,,FCB: Line-3 (BOPP)
B-TNT-015.0-XX-J,RM3500307, ASC-106,6.9,,,FCB: Line-3 (BOPP)
B-TNT-015.0-XX-J,RM3500310,BLOCK 102A,2.3,,,FCB: Line-3 (BOPP)
B-TNT-015.0-XX-B,,,"1,000",410,6.75,
B-TNT-017.0-XX-J,RM3000090,POLYPROPYLENE - PROPEL 1030FG - PP,711.4,,,FCB: Line-3 (BOPP)
B-TNT-017.0-XX-J,B-RGG-0001,RGG,279.4,,,FCB: Line-3 (BOPP)
B-TNT-017.0-XX-J,RM3500307, ASC-106,7,,,FCB: Line-3 (BOPP)
B-TNT-017.0-XX-J,RM3500310,BLOCK 102A,2.2,,,FCB: Line-3 (BOPP)
B-TNT-017.0-XX-B,,,"1,000",410,6.75,
B-TNT-018.0-XX-J,RM3000090,POLYPROPYLENE - PROPEL 1030FG - PP,709.3,,,FCB: Line-3 (BOPP)
B-TNT-018.0-XX-J,B-RGG-0001,RGG,281.6,,,FCB: Line-3 (BOPP)
B-TNT-018.0-XX-J,RM3500307, ASC-106,7,,,FCB: Line-3 (BOPP)
B-TNT-018.0-XX-J,RM3500310,BLOCK 102A,2.1,,,FCB: Line-3 (BOPP)
B-TNT-018.0-XX-B,,,"1,000",410,6.75,
B-TNT-020.0-XX-J,RM3000090,POLYPROPYLENE - PROPEL 1030FG - PP,705.5,,,FCB: Line-3 (BOPP)
B-TNT-020.0-XX-J,B-RGG-0001,RGG,285.5,,,FCB: Line-3 (BOPP)
B-TNT-020.0-XX-J,RM3500307, ASC-106,7.1,,,FCB: Line-3 (BOPP)
B-TNT-020.0-XX-J,RM3500310,BLOCK 102A,1.9,,,FCB: Line-3 (BOPP)
,,,,,,FCB: Line-3 (BOPP)
,,,,,,FCB: Line-3 (BOPP)
B-TNT-020.0-XX-B,,,"1,000",390,6.75,
B-TNT-025.0-XX-J,RM3000090,POLYPROPYLENE - PROPEL 1030FG - PP,707.4,,,FCB: Line-3 (BOPP)
B-TNT-025.0-XX-J,B-RGG-0001,RGG,283.6,,,FCB: Line-3 (BOPP)
B-TNT-025.0-XX-J,RM3500307, ASC-106,7.1,,,FCB: Line-3 (BOPP)
B-TNT-025.0-XX-J,RM3500310,BLOCK 102A,2,,,FCB: Line-3 (BOPP)
,,,,,,FCB: Line-3 (BOPP)
,,,,,,FCB: Line-3 (BOPP)
B-TNT-025.0-XX-B,,,"1,000",305,6.75,
B-TRP-015.0-XX-J,RM3000090,POLYPROPYLENE - PROPEL 1030FG - PP,714.2,,,FCB: Line-3 (BOPP)
B-TRP-015.0-XX-J,B-RGG-0001,RGG,276.5,,,FCB: Line-3 (BOPP)
B-TRP-015.0-XX-J,RM3500307, ASC-106,6.9,,,FCB: Line-3 (BOPP)
B-TRP-015.0-XX-J,RM3500310,BLOCK 102A,2.3,,,FCB: Line-3 (BOPP)
,,,,,,FCB: Line-3 (BOPP)
B-TRP-015.0-XX-B,,,"1,000",410,6.75,
B-TRP-020.0-XX-J,RM3000090,POLYPROPYLENE - PROPEL 1030FG - PP,705.5,,,FCB: Line-3 (BOPP)
B-TRP-020.0-XX-J,B-RGG-0001,RGG,285.5,,,FCB: Line-3 (BOPP)
B-TRP-020.0-XX-J,RM3500307, ASC-106,7.1,,,FCB: Line-3 (BOPP)
B-TRP-020.0-XX-J,RM3500310,BLOCK 102A,1.9,,,FCB: Line-3 (BOPP)
,,,,,,FCB: Line-3 (BOPP)
B-TRP-020.0-XX-B,,,"1,000",410,6.75,
B-TSS-020.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP,598.3,,,FCB: Line-3 (BOPP)
B-TSS-020.0-XX-J,RM3300049,POLYPROPYLENE - COSMOPLENE FS5612L,35.6,,,FCB: Line-3 (BOPP)
B-TSS-020.0-XX-J,B-RGG-0001,RGG,304.7,,,FCB: Line-3 (BOPP)
B-TSS-020.0-XX-J,RM3300269,POLYPROPYLENE - CLYRELL RC 112L,18,,,FCB: Line-3 (BOPP)
B-TSS-020.0-XX-J,RM3300267,POLYPROPYLENE - CLYRELL RC 6142,26.6,,,FCB: Line-3 (BOPP)
B-TSS-020.0-XX-J,RM3500308,POLYPROPELENE - COBLASC 206 AA,11.9,,,FCB: Line-3 (BOPP)
B-TSS-020.0-XX-J,RM3500265,SATO,2.8,,,FCB: Line-3 (BOPP)
B-TSS-020.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),0.5,,,FCB: Line-3 (BOPP)
B-TSS-020.0-XX-J,RM3300165,TAFMER XM7070S,1.6,,,FCB: Line-3 (BOPP)
B-TSS-020.0-XX-B,,Cheaper CP,"1,000",390,6.75,
B-TSS-025.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP,609.5,,,FCB: Line-3 (BOPP)
B-TSS-025.0-XX-J,RM3300049,POLYPROPYLENE - COSMOPLENE FS5612L,28.8,,,FCB: Line-3 (BOPP)
B-TSS-025.0-XX-J,B-RGG-0001,RGG,310.4,,,FCB: Line-3 (BOPP)
B-TSS-025.0-XX-J,RM3300269,POLYPROPYLENE - CLYRELL RC 112L,14.4,,,FCB: Line-3 (BOPP)
B-TSS-025.0-XX-J,RM3300267,POLYPROPYLENE - CLYRELL RC 6142,21.2,,,FCB: Line-3 (BOPP)
B-TSS-025.0-XX-J,RM3500308,POLYPROPELENE - COBLASC 206 AA,12.1,,,FCB: Line-3 (BOPP)
B-TSS-025.0-XX-J,RM3500265,SATO,1.9,,,FCB: Line-3 (BOPP)
B-TSS-025.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),0.4,,,FCB: Line-3 (BOPP)
B-TSS-025.0-XX-J,RM3300165,TAFMER XM7070S,1.3,,,FCB: Line-3 (BOPP)
B-TSS-025.0-XX-B,,Cheaper CP,"1,000",300,6.75,
B-TSS-030.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP,616.9,,,FCB: Line-3 (BOPP)
B-TSS-030.0-XX-J,RM3300049,POLYPROPYLENE - COSMOPLENE FS5612L,24.1,,,FCB: Line-3 (BOPP)
B-TSS-030.0-XX-J,B-RGG-0001,RGG,314.1,,,FCB: Line-3 (BOPP)
B-TSS-030.0-XX-J,RM3300269,POLYPROPYLENE - CLYRELL RC 112L,12,,,FCB: Line-3 (BOPP)
B-TSS-030.0-XX-J,RM3300267,POLYPROPYLENE - CLYRELL RC 6142,17.7,,,FCB: Line-3 (BOPP)
B-TSS-030.0-XX-J,RM3500308,POLYPROPELENE - COBLASC 206 AA,12.3,,,FCB: Line-3 (BOPP)
B-TSS-030.0-XX-J,RM3500265,SATO,1.5,,,FCB: Line-3 (BOPP)
B-TSS-030.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),0.3,,,FCB: Line-3 (BOPP)
B-TSS-030.0-XX-J,RM3300165,TAFMER XM7070S,1.1,,,FCB: Line-3 (BOPP)
B-TSS-030.0-XX-B,,Cheaper CP,"1,000",260,6.75,
B-TSV-018.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,939,,,FCB: Line-3 (BOPP)
B-TSV-018.0-XX-J,RM3500004,POLYPROPYLENE - ABVT 22 SC,2,,,FCB: Line-3 (BOPP)
B-TSV-018.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),32,,,FCB: Line-3 (BOPP)
B-TSV-018.0-XX-J,RM3500024,POLYPROPYLENE - HOBLOCK - 10 (PP),6,,,FCB: Line-3 (BOPP)
B-TSV-018.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,22,,,FCB: Line-3 (BOPP)
,,,,,,FCB: Line-3 (BOPP)
B-TSV-018.0-XX-B,,Not produced Now,"1,000",390,6.75,
B-TTH-018.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,672,,,FCB: Line-3 (BOPP)
B-TTH-018.0-XX-J,B-RGG-0001,RGG,231,,,FCB: Line-3 (BOPP)
B-TTH-018.0-XX-J,RM3300049,POLYPROPYLENE - COSMOPLENE FS5612L,11,,,FCB: Line-3 (BOPP)
B-TTH-018.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,48,,,FCB: Line-3 (BOPP)
B-TTH-018.0-XX-J,RM3500015,POLYPROPYLENE - ASCORE 3,24,,,FCB: Line-3 (BOPP)
B-TTH-018.0-XX-J,RM3500308,COBLASC 206 AA,12,,,FCB: Line-3 (BOPP)
B-TTH-018.0-XX-J,RM3500265,POLYPROPYLENE - 2C01A,2,,,FCB: Line-3 (BOPP)
B-TTH-018.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),0,,,FCB: Line-3 (BOPP)
B-TTH-018.0-XX-B,,,"1,000",410,6.75,
B-TUH-025.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),30,,,FCB: Line-3 (BOPP)
B-TUH-025.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,803,,,FCB: Line-3 (BOPP)
B-TUH-025.0-XX-J,RM3300249,POLYPROPYLENE - TAFMER PN3560,40,,,FCB: Line-3 (BOPP)
B-TUH-025.0-XX-J,RM3300165,TAFMER XM7070S,12,,,FCB: Line-3 (BOPP)
B-TUH-025.0-XX-J,RM3300049,POLYPROPYLENE - COSMOPLENE FS5612L,37,,,FCB: Line-3 (BOPP)
B-TUH-025.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,70,,,FCB: Line-3 (BOPP)
B-TUH-025.0-XX-J,RM3500004,POLYPROPYLENE - ABVT 22 SC,8,,,FCB: Line-3 (BOPP)
B-TUH-025.0-XX-B,,,"1,000",220,6.75,
B-TUO-017.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,78,,,FCB: Line-3 (BOPP)
B-TUO-017.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),31,,,FCB: Line-3 (BOPP)
B-TUO-017.0-XX-J,RM3300165,TAFMER XM7070S,14,,,FCB: Line-3 (BOPP)
B-TUO-017.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,871,,,FCB: Line-3 (BOPP)
B-TUO-017.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),2,,,FCB: Line-3 (BOPP)
B-TUO-017.0-XX-J,RM3500004,POLYPROPYLENE - ABVT 22 SC,4,,,FCB: Line-3 (BOPP)
B-TUO-017.0-XX-B,,,"1,000",390,6.75,
B-TUO-017.5-XX-J,RM3300165,TAFMER XM7070S,9,,,FCB: Line-3 (BOPP)
B-TUO-017.5-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),47,,,FCB: Line-3 (BOPP)
B-TUO-017.5-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,880,,,FCB: Line-3 (BOPP)
B-TUO-017.5-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,57,,,FCB: Line-3 (BOPP)
B-TUO-017.5-XX-J,RM3500004,POLYPROPYLENE - ABVT 22 SC,5,,,FCB: Line-3 (BOPP)
B-TUO-017.5-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),2,,,FCB: Line-3 (BOPP)
B-TUO-017.5-XX-B,,,"1,000",390,6.75,
B-TVB-018.0-XX-J,RM3300049,POLYPROPYLENE - COSMOPLENE FS5612L,34,,,FCB: Line-3 (BOPP)
B-TVB-018.0-XX-J,RM3500004,POLYPROPYLENE - ABVT 22 SC,6,,,FCB: Line-3 (BOPP)
B-TVB-018.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),28,,,FCB: Line-3 (BOPP)
B-TVB-018.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,883,,,FCB: Line-3 (BOPP)
B-TVB-018.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),6,,,FCB: Line-3 (BOPP)
B-TVB-018.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,43,,,FCB: Line-3 (BOPP)
B-TVB-018.0-XX-M,,,"1,000",390,6.75,
B-TVL-015.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,897,,,FCB: Line-3 (BOPP)
B-TVL-015.0-XX-J,RM3300280,POLYPROPYLENE - COSMOPLENE 5714,48,,,FCB: Line-3 (BOPP)
B-TVL-015.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),26,,,FCB: Line-3 (BOPP)
B-TVL-015.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,23,,,FCB: Line-3 (BOPP)
B-TVL-015.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),1,,,FCB: Line-3 (BOPP)
B-TVL-015.0-XX-J,RM3500004,POLYPROPYLENE - ABVT 22 SC,4,,,FCB: Line-3 (BOPP)
B-TVL-015.0-XX-B,,,"1,000",390,6.75,
B-TVL-017.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,909,,,FCB: Line-3 (BOPP)
B-TVL-017.0-XX-J,RM3300280,POLYPROPYLENE - COSMOPLENE 5714,43,,,FCB: Line-3 (BOPP)
B-TVL-017.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),23,,,FCB: Line-3 (BOPP)
B-TVL-017.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,20,,,FCB: Line-3 (BOPP)
B-TVL-017.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),1,,,FCB: Line-3 (BOPP)
B-TVL-017.0-XX-J,RM3500004,POLYPROPYLENE - ABVT 22 SC,4,,,FCB: Line-3 (BOPP)
B-TVL-017.0-XX-B,,,"1,000",400,6.75,
B-TVL-017.5-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,909,,,FCB: Line-3 (BOPP)
B-TVL-017.5-XX-J,RM3300280,POLYPROPYLENE - COSMOPLENE 5714,43,,,FCB: Line-3 (BOPP)
B-TVL-017.5-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),23,,,FCB: Line-3 (BOPP)
B-TVL-017.5-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,20,,,FCB: Line-3 (BOPP)
B-TVL-017.5-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),1,,,FCB: Line-3 (BOPP)
B-TVL-017.5-XX-J,RM3500004,POLYPROPYLENE - ABVT 22 SC,4,,,FCB: Line-3 (BOPP)
B-TVL-017.5-XX-B,,,"1,000",400,6.75,
B-TVL-018.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,914,,,FCB: Line-3 (BOPP)
B-TVL-018.0-XX-J,RM3300280,POLYPROPYLENE - COSMOPLENE 5714,40,,,FCB: Line-3 (BOPP)
B-TVL-018.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),22,,,FCB: Line-3 (BOPP)
B-TVL-018.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,19,,,FCB: Line-3 (BOPP)
B-TVL-018.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),1,,,FCB: Line-3 (BOPP)
B-TVL-018.0-XX-J,RM3500004,POLYPROPYLENE - ABVT 22 SC,4,,,FCB: Line-3 (BOPP)
B-TVL-018.0-XX-B,,,"1,000",410,6.75,
B-TVL-020.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,923,,,FCB: Line-3 (BOPP)
B-TVL-020.0-XX-J,RM3300280,POLYPROPYLENE - COSMOPLENE 5714,36,,,FCB: Line-3 (BOPP)
B-TVL-020.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),20,,,FCB: Line-3 (BOPP)
B-TVL-020.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,17,,,FCB: Line-3 (BOPP)
B-TVL-020.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),1,,,FCB: Line-3 (BOPP)
B-TVL-020.0-XX-J,RM3500004,POLYPROPYLENE - ABVT 22 SC,3,,,FCB: Line-3 (BOPP)
B-TVL-020.0-XX-B,,,"1,000",385,6.75,
B-TVL-025.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,937,,,FCB: Line-3 (BOPP)
B-TVL-025.0-XX-J,RM3300280,POLYPROPYLENE - COSMOPLENE 5714,29,,,FCB: Line-3 (BOPP)
B-TVL-025.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),16,,,FCB: Line-3 (BOPP)
B-TVL-025.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,14,,,FCB: Line-3 (BOPP)
B-TVL-025.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),1,,,FCB: Line-3 (BOPP)
B-TVL-025.0-XX-J,RM3500004,POLYPROPYLENE - ABVT 22 SC,3,,,FCB: Line-3 (BOPP)
B-TVL-025.0-XX-B,,,"1,000",250,6.75,
B-TVS-018.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,905,,,FCB: Line-3 (BOPP)
B-TVS-018.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),21,,,FCB: Line-3 (BOPP)
B-TVS-018.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,62,,,FCB: Line-3 (BOPP)
B-TVS-018.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),1,,,FCB: Line-3 (BOPP)
B-TVS-018.0-XX-J,RM3500004,POLYPROPYLENE - ABVT 22 SC,4,,,FCB: Line-3 (BOPP)
B-TVS-018.0-XX-J,RM3300165,TAFMER XM7070S,7,,,FCB: Line-3 (BOPP)
B-TVS-018.0-XX-B,,,"1,000",390,6.75,
B-TVS-020.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,909,,,FCB: Line-3 (BOPP)
B-TVS-020.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),21,,,FCB: Line-3 (BOPP)
B-TVS-020.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,58,,,FCB: Line-3 (BOPP)
B-TVS-020.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),1,,,FCB: Line-3 (BOPP)
B-TVS-020.0-XX-J,RM3500004,POLYPROPYLENE - ABVT 22 SC,3,,,FCB: Line-3 (BOPP)
B-TVS-020.0-XX-J,RM3300165,TAFMER XM7070S,7,,,FCB: Line-3 (BOPP)
B-TVS-020.0-XX-B,,,"1,000",380,6.75,
B-TNT-022.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,840,,,FCB: Line-3 (BOPP)
B-TNT-022.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,5,,,FCB: Line-3 (BOPP)
B-TNT-022.0-XX-J,B-RGG-0001,RGG,137,,,FCB: Line-3 (BOPP)
B-TNT-022.0-XX-J,RM3500015,POLYPROPYLENE - ASCORE 3,11,,,FCB: Line-3 (BOPP)
B-TNT-022.0-XX-J,RM3500310,BLOCK 102A,3,,,FCB: Line-3 (BOPP)
B-TNT-022.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),5,,,FCB: Line-3 (BOPP)
B-TNT-022.0-XX-B,,,"1,000",360,6.75,
B-TRP-018.0-XX-J,RM3000090,POLYPROPYLENE - PROPEL 1030FG - PP,709.3,,,FCB: Line-3 (BOPP)
B-TRP-018.0-XX-J,B-RGG-0001,RGG,281.6,,,FCB: Line-3 (BOPP)
B-TRP-018.0-XX-J,RM3500307, ASC-106,7,,,FCB: Line-3 (BOPP)
B-TRP-018.0-XX-J,RM3500310,BLOCK 102A,2.1,,,FCB: Line-3 (BOPP)
B-TRP-018.0-XX-B,,,"1,000",410,6.75,
B-MHF-020.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP,799,,,FCB: Line-3 (BOPP)
B-MHF-020.0-XX-J,RM3300165,Tafmer-XM7070,15,,,FCB: Line-3 (BOPP)
B-MHF-020.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),1,,,FCB: Line-3 (BOPP)
B-MHF-020.0-XX-J,RM3300269,RC112L,55,,,FCB: Line-3 (BOPP)
B-MHF-020.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),36,,,FCB: Line-3 (BOPP)
