Product,RM Code,RM Desc, Qty ,Avg Speed ,Width,Production Line
B-MHF-020.0-XX-J,RM3500224,POLYPROPYLENE - MATIF 55,94,,,FCB: Line-3 (BOPP)
B-MHF-020.0-XX-B,,,"1,000",400,6.75,
B-TGT-018.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),44,,,FCB: Line-3 (BOPP)
B-TGT-018.0-XX-J,RM3500216,BRIGHTNER & SHINER BS 2.2/IOF-25/25,1,,,FCB: Line-3 (BOPP)
B-TGT-018.0-XX-J,RM3500034,POLYPROPYLENE - SATO 62,2,,,FCB: Line-3 (BOPP)
B-TGT-018.0-XX-J,RM3500024,POLYPROPYLENE - HOBLOCK - 10 (PP),0,,,FCB: Line-3 (BOPP)
B-TGT-018.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,942,,,FCB: Line-3 (BOPP)
B-TGT-018.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,11,,,FCB: Line-3 (BOPP)
B-TGT-018.0-XX-J,RM3500004,POLYPROPYLENE - ABVT 22 SC,1,,,FCB: Line-3 (BOPP)
B-TGT-018.0-XX-B,,Not Produced,"1,000",360,6.75,
B-TRP-017.0-XX-J,RM3000090,POLYPROPYLENE - PROPEL 1030FG - PP,709.3,,,FCB: Line-3 (BOPP)
B-TRP-017.0-XX-J,B-RGG-0001,RGG,281.6,,,FCB: Line-3 (BOPP)
B-TRP-017.0-XX-J,RM3500307, ASC-106,7,,,FCB: Line-3 (BOPP)
B-TRP-017.0-XX-J,RM3500310,BLOCK 102A,2.1,,,FCB: Line-3 (BOPP)
B-TRP-017.0-XX-B,,,"1,000",400,6.75,
B-TUB-018.0-XX-J,RM3300165,TAFMER XM7070S,17,,,FCB: Line-3 (BOPP)
B-TUB-018.0-XX-J,RM3500004,POLYPROPYLENE - ABVT 22 SC,4,,,FCB: Line-3 (BOPP)
B-TUB-018.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),44,,,FCB: Line-3 (BOPP)
B-TUB-018.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),2,,,FCB: Line-3 (BOPP)
B-TUB-018.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,889,,,FCB: Line-3 (BOPP)
B-TUB-018.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),45,,,FCB: Line-3 (BOPP)
B-TUB-018.0-XX-B,,Not Produced,"1,000",400,6.75,
B-TVQ-018.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,60,,,FCB: Line-3 (BOPP)
B-TVQ-018.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),48,,,FCB: Line-3 (BOPP)
B-TVQ-018.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,872,,,FCB: Line-3 (BOPP)
B-TVQ-018.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),3,,,FCB: Line-3 (BOPP)
B-TVQ-018.0-XX-J,RM3500004,POLYPROPYLENE - ABVT 22 SC,2,,,FCB: Line-3 (BOPP)
B-TVQ-018.0-XX-J,RM3300165,TAFMER XM7070S,15,,,FCB: Line-3 (BOPP)
B-TVQ-018.0-XX-B,,,"1,000",390,6.75,
B-TVS-030.0-XX-J,RM3300165,TAFMER XM7070S,7,,,FCB: Line-3 (BOPP)
B-TVS-030.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),1,,,FCB: Line-3 (BOPP)
B-TVS-030.0-XX-J,RM3500004,POLYPROPYLENE - ABVT 22 SC,2,,,FCB: Line-3 (BOPP)
B-TVS-030.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),26,,,FCB: Line-3 (BOPP)
B-TVS-030.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,930,,,FCB: Line-3 (BOPP)
B-TVS-030.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,35,,,FCB: Line-3 (BOPP)
B-TVS-030.0-XX-B,,Not Produced,"1,000",240,6.75,
B-MFF-018.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP,819,,,FCB: Line-3 (BOPP)
B-MFF-018.0-XX-J,RM3300165,Tafmer-XM7070,26,,,FCB: Line-3 (BOPP)
B-MFF-018.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),1,,,FCB: Line-3 (BOPP)
B-MFF-018.0-XX-J,RM3300269,RC112L,50,,,FCB: Line-3 (BOPP)
B-MFF-018.0-XX-J,RM3500224,Mattif-55,104,,,FCB: Line-3 (BOPP)
B-MFF-018.0-XX-B,,,"1,000",390,6.75,
B-MNH-025.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,839,,,FCB: Line-3 (BOPP)
B-MNH-025.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),1,,,FCB: Line-3 (BOPP)
B-MNH-025.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,10,,,FCB: Line-3 (BOPP)
B-MNH-025.0-XX-J,RM3500072,MATT COMPOUND BOPP GRADE MF502H,50,,,FCB: Line-3 (BOPP)
B-MNH-025.0-XX-J,RM3500015,POLYPROPYLENE - ASCORE 3,9,,,FCB: Line-3 (BOPP)
B-MNH-025.0-XX-J,RM3500029,POLYPROPYLENE - MATIF 97 400700DK,50,,,FCB: Line-3 (BOPP)
B-MNH-025.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),41,,,FCB: Line-3 (BOPP)
B-MNH-025.0-XX-B,,,"1,000",250,6.75,
B-THO-025.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),26,,,FCB: Line-3 (BOPP)
B-THO-025.0-XX-J,RM3500075,POLYPROPELENE - COEXAS 2 (PP),9,,,FCB: Line-3 (BOPP)
B-THO-025.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),0,,,FCB: Line-3 (BOPP)
B-THO-025.0-XX-J,RM3300049,POLYPROPYLENE - COSMOPLENE FS5612L,0,,,FCB: Line-3 (BOPP)
B-THO-025.0-XX-J,RM3500034,POLYPROPYLENE - SATO 62,3,,,FCB: Line-3 (BOPP)
B-THO-025.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,67,,,FCB: Line-3 (BOPP)
B-THO-025.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,895,,,FCB: Line-3 (BOPP)
B-THO-025.0-XX-B,,,"1,000",270,6.8,
B-TLP-017.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),41,,,FCB: Line-3 (BOPP)
B-TLP-017.0-XX-J,RM3500075,POLYPROPELENE - COEXAS 2 (PP),9,,,FCB: Line-3 (BOPP)
B-TLP-017.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,874,,,FCB: Line-3 (BOPP)
B-TLP-017.0-XX-J,RM3500004,POLYPROPYLENE - ABVT 22 SC,2,,,FCB: Line-3 (BOPP)
B-TLP-017.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,74,,,FCB: Line-3 (BOPP)
B-TLP-017.0-XX-B,,,"1,000",390,6.75,
B-TNT-030.0-XX-J,RM3000090,POLYPROPYLENE - PROPEL 1030FG - PP,707.2,,,FCB: Line-3 (BOPP)
B-TNT-030.0-XX-J,B-RGG-0001,RGG,283.8,,,FCB: Line-3 (BOPP)
B-TNT-030.0-XX-J,RM3500307, ASC-106,7.1,,,FCB: Line-3 (BOPP)
B-TNT-030.0-XX-J,RM3500310,BLOCK 102A,1.9,,,FCB: Line-3 (BOPP)
B-TNT-030.0-XX-B,,Not produced,"1,000",250,6.75,
B-UHB-018.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,822,,,FCB: Line-3 (BOPP)
B-UHB-018.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),2,,,FCB: Line-3 (BOPP)
B-UHB-018.0-XX-J,RM3500288,ADMER QF500T,67,,,FCB: Line-3 (BOPP)
B-UHB-018.0-XX-J,RM3500004,POLYPROPYLENE - ABVT 22 SC,2,,,FCB: Line-3 (BOPP)
B-UHB-018.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,52,,,FCB: Line-3 (BOPP)
B-UHB-018.0-XX-J,RM3300250,RESIN G156B 25 BE,56,,,FCB: Line-3 (BOPP)
B-UHB-018.0-XX-B,,"Trial's only , Not produced ever","1,000",320,6.75,
B-UHB-025.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,822,,,FCB: Line-3 (BOPP)
B-UHB-025.0-XX-J,RM3500004,POLYPROPYLENE - ABVT 22 SC,2,,,FCB: Line-3 (BOPP)
B-UHB-025.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,52,,,FCB: Line-3 (BOPP)
B-UHB-025.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),2,,,FCB: Line-3 (BOPP)
B-UHB-025.0-XX-J,RM3500288,ADMER QF500T,67,,,FCB: Line-3 (BOPP)
B-UHB-025.0-XX-J,RM3300250,RESIN G156B 25 BE,56,,,FCB: Line-3 (BOPP)
B-UHB-025.0-XX-B,,"Trial's only , Not produced ever","1,000",250,6.75,
B-MNT-012.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP,868,,,FCB: Line-3 (BOPP)
B-MNT-012.0-XX-J,RM3500307, ASC-106,3,,,FCB: Line-3 (BOPP)
B-MNT-012.0-XX-J,RM3500310,BLOCK 102A,3,,,FCB: Line-3 (BOPP)
B-MNT-012.0-XX-J,RM3500332,MATT COMPOUND DUL STX-25 IN,126,,,FCB: Line-3 (BOPP)
B-MNT-012.0-XX-B,,,"1,000",400,6.75,
B-TNT-12.0-XX-J,RM3000090,POLYPROPYLENE - PROPEL 1030FG - PP,809.8,,,FCB: Line-3 (BOPP)
B-TNT-12.0-XX-J,B-RGG-0001,RGG,180.5,,,FCB: Line-3 (BOPP)
B-TNT-12.0-XX-J,RM3500015, ASC-106,6.6,,,FCB: Line-3 (BOPP)
B-TNT-12.0-XX-J,RM3500310,BLOCK 102A,3.1,,,FCB: Line-3 (BOPP)
B-TNT-12.0-XX-B,,,"1,000",400,6.75,
B-TAP-021.0-XX-J,RM3000090,POLYPROPYLENE - PROPEL 1030FG - PP,699.5,,,FCB: Line-3 (BOPP)
B-TAP-021.0-XX-J,B-RGG-0001,RGG,291.7,,,FCB: Line-3 (BOPP)
B-TAP-021.0-XX-J,RM3500307, ASC-106,7.3,,,FCB: Line-3 (BOPP)
B-TAP-021.0-XX-J,RM3500310,BLOCK 102A,1.5,,,FCB: Line-3 (BOPP)
B-TAP-021.0-XX-B,,,"1,000",365,6.75,
B-TAP-023.0-XX-J,RM3000090,POLYPROPYLENE - PROPEL 1030FG - PP,699.5,,,FCB: Line-3 (BOPP)
B-TAP-023.0-XX-J,B-RGG-0001,RGG,291.7,,,FCB: Line-3 (BOPP)
B-TAP-023.0-XX-J,RM3500307, ASC-106,7.3,,,FCB: Line-3 (BOPP)
B-TAP-023.0-XX-J,RM3500310,BLOCK 102A,1.5,,,FCB: Line-3 (BOPP)
B-TAP-023.0-XX-B,,,"1,000",340,6.75,
B-TMS-30.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,75,,,FCB: Line-3 (BOPP)
B-TMS-30.0-XX-J,B-RGG-0001,RGG,76,,,FCB: Line-3 (BOPP)
B-TMS-30.0-XX-J,RM3300165,TAFMER XM7070S,44,,,FCB: Line-3 (BOPP)
B-TMS-30.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,781,,,FCB: Line-3 (BOPP)
B-TMS-30.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),11,,,FCB: Line-3 (BOPP)
B-TMS-30.0-XX-J,RM3500075,POLYPROPELENE - COEXAS 2 (PP),1,,,FCB: Line-3 (BOPP)
B-TMS-30.0-XX-J,RM3500290,POLYPROPYLENE - ABVT 22 N SC NATURAL,4,,,FCB: Line-3 (BOPP)
B-TMS-30.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),8,,,FCB: Line-3 (BOPP)
B-TMS-30.0-XX-B,,Not Produced  ever,"1,000",230,6.75,
B-UHB-020.0-XX-J,RM3500288,ADMER QF500T,67,,,FCB: Line-3 (BOPP)
B-UHB-020.0-XX-J,RM3300250,RESIN G156B 25 BE,56,,,FCB: Line-3 (BOPP)
B-UHB-020.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,52,,,FCB: Line-3 (BOPP)
B-UHB-020.0-XX-J,RM3500004,POLYPROPYLENE - ABVT 22 SC,2,,,FCB: Line-3 (BOPP)
B-UHB-020.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),2,,,FCB: Line-3 (BOPP)
B-UHB-020.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,822,,,FCB: Line-3 (BOPP)
B-UHB-020.0-XX-B,,"Trial's only , Not produced ever","1,000",185,6.75,
B-WS-18.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,476,,,FCB: Line-3 (BOPP)
B-WS-18.0-XX-J,B-RGG-0001,,250,,,FCB: Line-3 (BOPP)
B-WS-18.0-XX-J,RM4000007,MASTER BATCH - WHITE 70 (PP),154,,,FCB: Line-3 (BOPP)
B-WS-18.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,87,,,FCB: Line-3 (BOPP)
B-WS-18.0-XX-J,RM3500265,POLYPROPYLENE - 2C01A,1,,,FCB: Line-3 (BOPP)
B-WS-18.0-XX-J,RM3500075,POLYPROPELENE - COEXAS 2 (PP),8,,,FCB: Line-3 (BOPP)
B-WS-18.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),22,,,FCB: Line-3 (BOPP)
B-WS-18.0-XX-B,,Not producing now,"1,000",350,6.75,
B-TUS-018.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,896,,,FCB: Line-3 (BOPP)
B-TUS-018.0-XX-J,RM3300049,POLYPROPYLENE - COSMOPLENE FS5612L,39,,,FCB: Line-3 (BOPP)
B-TUS-018.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),24,,,FCB: Line-3 (BOPP)
B-TUS-018.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,35,,,FCB: Line-3 (BOPP)
B-TUS-018.0-XX-J,RM3500024,POLYPROPYLENE - HOBLOCK - 10 (PP),4,,,FCB: Line-3 (BOPP)
B-TUS-018.0-XX-J,RM3500004,POLYPROPYLENE - ABVT 22 SC,2,,,FCB: Line-3 (BOPP)
B-TUS-018.0-XX-M,,,"1,000",390,6.75,
B-TCO-020.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,854.1,,,FCB: Line-3 (BOPP)
B-TCO-020.0-XX-J,RM3500079,POLYPROPELENE - ANSTAT 2,36,,,FCB: Line-3 (BOPP)
B-TCO-020.0-XX-J,RM3300282,ADSYL 6C30F,69.1,,,FCB: Line-3 (BOPP)
B-TCO-020.0-XX-J,RM3300165,TAFMER XM7070S,32.7,,,FCB: Line-3 (BOPP)
B-TCO-020.0-XX-J,RM3500262,AB06064 PPR,2.3,,,FCB: Line-3 (BOPP)
B-TCO-020.0-XX-J,RM3500261,CONSLIP440 PPR,5.8,,,FCB: Line-3 (BOPP)
B-TCO-020.0-XX-B (Modified),,,"1,000",320,6.75,
B-TMS-18.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,862,,,FCB: Line-3 (BOPP)
B-TMS-18.0-XX-J,RM3300165,TAFMER XM7070S,12,,,FCB: Line-3 (BOPP)
B-TMS-18.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,88,,,FCB: Line-3 (BOPP)
B-TMS-18.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),29,,,FCB: Line-3 (BOPP)
B-TMS-18.0-XX-J,RM3500308,COBLASC 206 AA,7,,,FCB: Line-3 (BOPP)
B-TMS-18.0-XX-J,RM3500290,POLYPROPYLENE - ABVT 22 N SC NATURAL,2,,,FCB: Line-3 (BOPP)
B-TMS-18.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),1,,,FCB: Line-3 (BOPP)
B-TMS-18.0-XX-B,,,"1,000",400,6.75,
B-TMS-20.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,868,,,FCB: Line-3 (BOPP)
B-TMS-20.0-XX-J,RM3300165,TAFMER XM7070S,11,,,FCB: Line-3 (BOPP)
B-TMS-20.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,83,,,FCB: Line-3 (BOPP)
B-TMS-20.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),29,,,FCB: Line-3 (BOPP)
B-TMS-20.0-XX-J,RM3500308,COBLASC 206 AA,7,,,FCB: Line-3 (BOPP)
B-TMS-20.0-XX-J,RM3500290,POLYPROPYLENE - ABVT 22 N SC NATURAL,2,,,FCB: Line-3 (BOPP)
B-TMS-20.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),0,,,FCB: Line-3 (BOPP)
B-TMS-20.0-XX-B,,,"1,000",370,6.75,
B-TCL-018.5-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,722,,,FCB: Line-3 (BOPP)
B-TCL-018.5-XX-J,RM3300049,POLYPROPYLENE - COSMOPLENE FS5612L,14,,,FCB: Line-3 (BOPP)
B-TCL-018.5-XX-J,RM3300165,TAFMER XM7070S,13,,,FCB: Line-3 (BOPP)
B-TCL-018.5-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,82,,,FCB: Line-3 (BOPP)
B-TCL-018.5-XX-J,RM3500290,POLYPROPYLENE - ABVT 22 N SC NATURAL,1,,,FCB: Line-3 (BOPP)
B-TCL-018.5-XX-J,RM3500034,POLYPROPYLENE - SATO 62,5,,,FCB: Line-3 (BOPP)
B-TCL-018.5-XX-J,B-RGG-0001,RGG,89,,,FCB: Line-3 (BOPP)
B-TCL-018.5-XX-J,RM3500340,ASPA 2446,31,,,FCB: Line-3 (BOPP)
B-TCL-018.5-XX-J,RM3500320,STIFFNER-CF02,44,,,FCB: Line-3 (BOPP)
B-TCL-018.5-XX-B,,,"1,000",320,6.75,
B-TDF-018.0-XX-J,RM3300049,POLYPROPYLENE - COSMOPLENE FS5612L,24.8,,,FCB: Line-3 (BOPP)
B-TDF-018.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),24,,,FCB: Line-3 (BOPP)
B-TDF-018.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,907.8,,,FCB: Line-3 (BOPP)
B-TDF-018.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),1.8,,,FCB: Line-3 (BOPP)
B-TDF-018.0-XX-J,RM3500004,POLYPROPYLENE - ABVT 22 SC,1.9,,,FCB: Line-3 (BOPP)
B-TDF-018.0-XX-J,RM3300165,TAFMER XM7070S,6.8,,,FCB: Line-3 (BOPP)
B-TDF-018.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,32.9,,,FCB: Line-3 (BOPP)
B-TDF-018.0-XX-B,,,"1,000",375,6.75,
B-TFN-018.0-XX-J,RM3500024,POLYPROPYLENE - HOBLOCK - 10 (PP),1,,,FCB: Line-3 (BOPP)
B-TFN-018.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,999,,,FCB: Line-3 (BOPP)
B-TFN-018.0-XX-B,,,"1,000",370,6.75,
B-LPS-018.0-XX-J,RM3500015,POLYPROPYLENE - ASCORE 3,12,,,FCB: Line-3 (BOPP)
B-LPS-018.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,937,,,FCB: Line-3 (BOPP)
B-LPS-018.0-XX-J,RM3500310,BLOCK 102A,1,,,FCB: Line-3 (BOPP)
B-LPS-018.0-XX-J,RM3300165,TAFMER XM7070S,1,,,FCB: Line-3 (BOPP)
B-LPS-018.0-XX-J,RM3500265,POLYPROPYLENE - 2C01A,1,,,FCB: Line-3 (BOPP)
B-LPS-018.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,48,,,FCB: Line-3 (BOPP)
B-LPS-018.0-XX-B,,,"1,000",380,6.75,
B-MNT-010.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP,841,,,FCB: Line-3 (BOPP)
B-MNT-010.0-XX-J,RM3500307, ASC-106,5,,,FCB: Line-3 (BOPP)
B-MNT-010.0-XX-J,RM3500310,BLOCK 102A,4,,,FCB: Line-3 (BOPP)
B-MNT-010.0-XX-J,RM3500332,MATT COMPOUND DUL STX-25 IN,150,,,FCB: Line-3 (BOPP)
B-MNT-010.0-XX-B,,,"1,000",385,6.75,
B-MNT-013.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP,875,,,FCB: Line-3 (BOPP)
B-MNT-013.0-XX-J,RM3500307, ASC-106,6,,,FCB: Line-3 (BOPP)
B-MNT-013.0-XX-J,RM3500310,BLOCK 102A,3,,,FCB: Line-3 (BOPP)
B-MNT-013.0-XX-J,RM3500332,MATT COMPOUND DUL STX-25 IN,116,,,FCB: Line-3 (BOPP)
B-MNT-013.0-XX-B,,,"1,000",385,6.75,
B-TNT-10.0-XX-J,RM3000090,POLYPROPYLENE - PROPEL 1030FG - PP,817.5,,,FCB: Line-3 (BOPP)
B-TNT-10.0-XX-J,B-RGG-0001,RGG,172.5,,,FCB: Line-3 (BOPP)
B-TNT-10.0-XX-J,RM3500015, ASC-106,6.3,,,FCB: Line-3 (BOPP)
B-TNT-10.0-XX-J,RM3500310,BLOCK 102A,3.7,,,FCB: Line-3 (BOPP)
B-TNT-10.0-XX-B,,,"1,000",380,6.75,FCB: Line-3 (BOPP)
B-TNP-10.0-XX-J,RM3000090,POLYPROPYLENE - PROPEL 1030FG - PP,817.5,,,FCB: Line-3 (BOPP)
B-TNP-10.0-XX-J,B-RGG-0001,RGG,172.5,,,FCB: Line-3 (BOPP)
B-TNP-10.0-XX-J,RM3500015, ASC-106,6.3,,,FCB: Line-3 (BOPP)
B-TNP-10.0-XX-J,RM3500310,BLOCK 102A,3.7,,,FCB: Line-3 (BOPP)
B-TNP-10.0-XX-B,,,"1,000",380,6.75,FCB: Line-3 (BOPP)
B-THF-020.0-XX-J,RM3300049,POLYPROPYLENE - COSMOPLENE FS5612L,22,,,FCB: Line-3 (BOPP)
B-THF-020.0-XX-J,RM3300269,POLYPROPYLENE - CLYRELL RC 112L,29,,,FCB: Line-3 (BOPP)
B-THF-020.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,895,,,FCB: Line-3 (BOPP)
B-THF-020.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),1.8,,,FCB: Line-3 (BOPP)
B-THF-020.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,52.2,,,FCB: Line-3 (BOPP)
B-THF-020.0-XX-B,,,"1,000",390,6.75,
B-TVS-025.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,888.4,,,FCB: Line-3 (BOPP)
B-TVS-025.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),25.3,,,FCB: Line-3 (BOPP)
B-TVS-025.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,68.5,,,FCB: Line-3 (BOPP)
B-TVS-025.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),1.5,,,FCB: Line-3 (BOPP)
B-TVS-025.0-XX-J,RM3500004,POLYPROPYLENE - ABVT 22 SC,4.1,,,FCB: Line-3 (BOPP)
B-TVS-025.0-XX-J,RM3300165,TAFMER XM7070S,12.2,,,FCB: Line-3 (BOPP)
B-TVS-025.0-XX-B,,,"1,000",265,6.75,
B-TMV-015.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,897.6,,,FCB: Line-3 (BOPP)
B-TMV-015.0-XX-J,RM3300049,POLYPROPYLENE - COSMOPLENE FS5612L, -   ,,,FCB: Line-3 (BOPP)
B-TMV-015.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),29.5,,,FCB: Line-3 (BOPP)
B-TMV-015.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,67.1,,,FCB: Line-3 (BOPP)
B-TMV-015.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),1.2,,,FCB: Line-3 (BOPP)
B-TMV-015.0-XX-J,RM3500004,POLYPROPYLENE - ABVT 22 SC,4.6,,,FCB: Line-3 (BOPP)
B-TMV-015.0-XX-B,,,"1,000",390,6.75,
B-TMV-018.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,914.7,,,FCB: Line-3 (BOPP)
B-TMV-018.0-XX-J,RM3300049,POLYPROPYLENE - COSMOPLENE FS5612L, -   ,,,FCB: Line-3 (BOPP)
B-TMV-018.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),24.5,,,FCB: Line-3 (BOPP)
B-TMV-018.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,55.9,,,FCB: Line-3 (BOPP)
B-TMV-018.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),1,,,FCB: Line-3 (BOPP)
B-TMV-018.0-XX-J,RM3500004,POLYPROPYLENE - ABVT 22 SC,3.9,,,FCB: Line-3 (BOPP)
B-TMV-018.0-XX-B,,,"1,000",390,6.75,
B-TVM-015.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,897.6,,,FCB: Line-3 (BOPP)
B-TVM-015.0-XX-J,RM3300049,POLYPROPYLENE - COSMOPLENE FS5612L,,,,FCB: Line-3 (BOPP)
B-TVM-015.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),29.5,,,FCB: Line-3 (BOPP)
B-TVM-015.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,67.1,,,FCB: Line-3 (BOPP)
B-TVM-015.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),1.2,,,FCB: Line-3 (BOPP)
B-TVM-015.0-XX-J,RM3500004,POLYPROPYLENE - ABVT 22 SC,4.6,,,FCB: Line-3 (BOPP)
B-TVM-015.0-XX-B,,,"1,000",390,6.75,
B-TVM-018.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,914.7,,,FCB: Line-3 (BOPP)
B-TVM-018.0-XX-J,RM3300049,POLYPROPYLENE - COSMOPLENE FS5612L, -   ,,,FCB: Line-3 (BOPP)
B-TVM-018.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),24.5,,,FCB: Line-3 (BOPP)
